#Device;NPA101
#Device Name;NO NAME
#Format;LOG
#Date;01/01/2000
#Version;01.002-02.430-03.730
#Serial No.;100329

#Mode;Unlimited
#Logging Interval[s];0.1
#Specified Logging Count;-----
#Specified Logging Time[s];-----

#Start Time;00:01:39
#Stop Time;00:09:00

#Actual Count;4419

URMS[V];IRMS[A];P[W];FPLL[Hz];URange[V];IRange[A];S[VA];Q[var];LAMBDA[];UTHD[%];Timestamp;Time
237.21;1.379;1.75E+02;49.945;300;20;3.27E+02;2.76E+02;0.536;1.84;05:51.5;252.5
237.14;1.65;2.11E+02;49.945;300;20;3.91E+02;3.29E+02;0.54;1.83;05:51.6;252.6
237.11;1.891;2.44E+02;49.946;300;20;4.48E+02;3.76E+02;0.544;1.88;05:51.7;252.7
237.11;2.214;2.90E+02;49.946;300;20;5.25E+02;4.38E+02;0.552;1.9;05:51.8;252.8
237.09;2.155;2.81E+02;49.947;300;20;5.11E+02;4.27E+02;0.551;1.89;05:51.9;252.9
237.1;2.144;2.80E+02;49.948;300;20;5.08E+02;4.25E+02;0.55;1.89;05:52.0;253
237.1;2.128;2.78E+02;49.949;300;20;5.05E+02;4.21E+02;0.55;1.89;05:52.1;253.1
237.17;1.838;2.37E+02;49.95;300;20;4.36E+02;3.66E+02;0.543;1.89;05:52.2;253.2
237.2;1.422;1.82E+02;49.951;300;20;3.37E+02;2.84E+02;0.538;1.82;05:52.3;253.3
237.32;1.156;1.47E+02;49.95;300;20;2.74E+02;2.32E+02;0.536;1.83;05:52.4;253.4
237.36;0.944;1.20E+02;49.951;300;20;2.24E+02;1.89E+02;0.537;1.78;05:52.5;253.5
237.41;0.777;9.92E+01;49.95;300;20;1.84E+02;1.56E+02;0.538;1.82;05:52.6;253.6
237.39;0.934;1.18E+02;49.949;300;20;2.22E+02;1.88E+02;0.533;1.79;05:52.7;253.7
237.33;1.265;1.60E+02;49.949;300;20;3.00E+02;2.54E+02;0.533;1.86;05:52.8;253.8
237.22;1.696;2.17E+02;49.951;300;20;4.02E+02;3.39E+02;0.539;1.87;05:52.9;253.9
237.11;2.284;3.00E+02;49.95;300;20;5.42E+02;4.51E+02;0.553;1.93;05:53.0;254
237.14;2.192;2.86E+02;49.949;300;20;5.20E+02;4.34E+02;0.551;1.89;05:53.1;254.1
237.16;2.177;2.85E+02;49.95;300;20;5.16E+02;4.31E+02;0.551;1.91;05:53.2;254.2
237.14;2.172;2.83E+02;49.95;300;20;5.15E+02;4.30E+02;0.55;1.89;05:53.3;254.3
237.2;1.948;2.53E+02;49.949;300;20;4.62E+02;3.87E+02;0.547;1.92;05:53.4;254.4
237.23;1.67;2.14E+02;49.95;300;20;3.96E+02;3.33E+02;0.541;1.84;05:53.5;254.5
237.23;1.462;1.87E+02;49.951;300;20;3.47E+02;2.92E+02;0.538;1.86;05:53.6;254.6
237.29;1.266;1.61E+02;49.951;300;20;3.00E+02;2.54E+02;0.537;1.83;05:53.7;254.7
237.31;0.978;1.24E+02;49.952;300;20;2.32E+02;1.96E+02;0.536;1.81;05:53.8;254.8
237.39;0.858;1.09E+02;49.951;300;20;2.04E+02;1.72E+02;0.536;1.8;05:53.9;254.9
237.36;0.792;1.01E+02;49.952;300;20;1.88E+02;1.59E+02;0.537;1.78;05:54.0;255
237.39;0.777;9.92E+01;49.952;300;20;1.84E+02;1.55E+02;0.538;1.8;05:54.1;255.1
237.36;0.761;9.72E+01;49.952;300;20;1.81E+02;1.52E+02;0.538;1.79;05:54.2;255.2
237.37;0.75;9.59E+01;49.952;300;20;1.78E+02;1.50E+02;0.538;1.79;05:54.3;255.3
237.33;0.754;9.61E+01;49.954;300;20;1.79E+02;1.51E+02;0.537;1.76;05:54.4;255.4
237.38;0.757;9.67E+01;49.954;300;20;1.80E+02;1.51E+02;0.538;1.77;05:54.5;255.5
237.4;0.763;9.75E+01;49.956;300;20;1.81E+02;1.53E+02;0.538;1.76;05:54.6;255.6
237.36;0.736;9.41E+01;49.956;300;20;1.75E+02;1.47E+02;0.539;1.79;05:54.7;255.7
237.32;0.755;9.65E+01;49.955;300;20;1.79E+02;1.51E+02;0.538;1.77;05:54.8;255.8
237.36;0.757;9.67E+01;49.955;300;20;1.80E+02;1.51E+02;0.538;1.77;05:54.9;255.9
237.31;0.738;9.43E+01;49.955;300;20;1.75E+02;1.48E+02;0.539;1.77;05:55.0;256
237.35;0.771;9.85E+01;49.956;300;20;1.83E+02;1.54E+02;0.538;1.8;05:55.1;256.1
237.3;0.947;1.20E+02;49.956;300;20;2.25E+02;1.90E+02;0.533;1.78;05:55.2;256.2
237.27;1.292;1.63E+02;49.956;300;20;3.07E+02;2.59E+02;0.533;1.83;05:55.3;256.3
237.16;1.677;2.14E+02;49.956;300;20;3.98E+02;3.35E+02;0.538;1.84;05:55.4;256.4
237.03;2.272;2.97E+02;49.957;300;20;5.38E+02;4.49E+02;0.551;1.89;05:55.5;256.5
237.09;2.16;2.82E+02;49.956;300;20;5.12E+02;4.28E+02;0.55;1.86;05:55.6;256.6
237.05;2.129;2.77E+02;49.955;300;20;5.05E+02;4.22E+02;0.549;1.87;05:55.7;256.7
237.07;2.166;2.83E+02;49.955;300;20;5.14E+02;4.29E+02;0.55;1.87;05:55.8;256.8
237.02;2.139;2.78E+02;49.955;300;20;5.07E+02;4.24E+02;0.549;1.9;05:55.9;256.9
237.05;2.148;2.80E+02;49.955;300;20;5.09E+02;4.25E+02;0.55;1.87;05:56.0;257
237.13;1.765;2.26E+02;49.955;300;20;4.19E+02;3.52E+02;0.54;1.84;05:56.1;257.1
237.22;1.179;1.50E+02;49.956;300;20;2.80E+02;2.36E+02;0.536;1.78;05:56.2;257.2
237.24;0.774;9.89E+01;49.956;300;20;1.84E+02;1.55E+02;0.538;1.75;05:56.3;257.3
237.34;0.922;1.16E+02;49.956;300;20;2.19E+02;1.85E+02;0.532;1.79;05:56.4;257.4
237.19;1.486;1.88E+02;49.956;300;20;3.52E+02;2.98E+02;0.533;1.82;05:56.5;257.5
237.09;2.199;2.86E+02;49.956;300;20;5.21E+02;4.36E+02;0.548;1.89;05:56.6;257.6
237.09;2.179;2.85E+02;49.958;300;20;5.17E+02;4.31E+02;0.551;1.85;05:56.7;257.7
237.1;2.186;2.86E+02;49.958;300;20;5.18E+02;4.33E+02;0.551;1.88;05:56.8;257.8
237.03;2.187;2.86E+02;49.959;300;20;5.19E+02;4.33E+02;0.551;1.87;05:56.9;257.9
237.06;2.18;2.84E+02;49.96;300;20;5.17E+02;4.32E+02;0.55;1.89;05:57.0;258
237.04;2.129;2.78E+02;49.96;300;20;5.05E+02;4.21E+02;0.551;1.86;05:57.1;258.1
237.13;1.748;2.24E+02;49.959;300;20;4.14E+02;3.49E+02;0.541;1.86;05:57.2;258.2
237.2;1.383;1.76E+02;49.96;300;20;3.28E+02;2.77E+02;0.537;1.8;05:57.3;258.3
237.25;1.121;1.42E+02;49.96;300;20;2.66E+02;2.25E+02;0.535;1.82;05:57.4;258.4
237.33;0.816;1.04E+02;49.961;300;20;1.94E+02;1.63E+02;0.538;1.77;05:57.5;258.5
237.33;0.777;9.91E+01;49.96;300;20;1.84E+02;1.55E+02;0.538;1.8;05:57.6;258.6
237.28;0.76;9.69E+01;49.959;300;20;1.80E+02;1.52E+02;0.537;1.76;05:57.7;258.7
237.35;0.77;9.85E+01;49.959;300;20;1.83E+02;1.54E+02;0.539;1.77;05:57.8;258.8
237.33;0.757;9.68E+01;49.959;300;20;1.80E+02;1.51E+02;0.539;1.76;05:57.9;258.9
237.32;0.745;9.53E+01;49.957;300;20;1.77E+02;1.49E+02;0.539;1.76;05:58.0;259
237.36;0.756;9.66E+01;49.957;300;20;1.79E+02;1.51E+02;0.539;1.75;05:58.1;259.1
237.31;0.748;9.57E+01;49.958;300;20;1.78E+02;1.50E+02;0.539;1.75;05:58.2;259.2
237.32;0.744;9.51E+01;49.958;300;20;1.77E+02;1.49E+02;0.538;1.77;05:58.3;259.3
237.33;0.751;9.61E+01;49.959;300;20;1.78E+02;1.50E+02;0.539;1.75;05:58.4;259.4
237.37;0.747;9.56E+01;49.959;300;20;1.77E+02;1.49E+02;0.539;1.78;05:58.5;259.5
237.28;0.743;9.49E+01;49.96;300;20;1.76E+02;1.49E+02;0.539;1.77;05:58.6;259.6
237.29;1.056;1.33E+02;49.961;300;20;2.51E+02;2.12E+02;0.531;1.79;05:58.7;259.7
237.16;1.584;2.01E+02;49.961;300;20;3.76E+02;3.18E+02;0.534;1.8;05:58.8;259.8
237.11;2.14;2.77E+02;49.962;300;20;5.08E+02;4.25E+02;0.546;1.86;05:58.9;259.9
237.02;2.294;3.00E+02;49.964;300;20;5.44E+02;4.54E+02;0.552;1.83;05:59.0;260
237.05;2.133;2.78E+02;49.963;300;20;5.06E+02;4.23E+02;0.549;1.86;05:59.1;260.1
237.03;2.154;2.80E+02;49.964;300;20;5.11E+02;4.27E+02;0.549;1.83;05:59.2;260.2
237.1;2.137;2.78E+02;49.963;300;20;5.07E+02;4.24E+02;0.549;1.89;05:59.3;260.3
237.02;2.129;2.77E+02;49.962;300;20;5.05E+02;4.22E+02;0.549;1.84;05:59.4;260.4
237.07;2.112;2.75E+02;49.961;300;20;5.01E+02;4.19E+02;0.548;1.88;05:59.5;260.5
237.15;1.463;1.84E+02;49.96;300;20;3.47E+02;2.94E+02;0.531;1.81;05:59.6;260.6
237.32;0.894;1.13E+02;49.958;300;20;2.12E+02;1.79E+02;0.535;1.79;05:59.7;260.7
237.32;0.781;9.97E+01;49.959;300;20;1.85E+02;1.56E+02;0.538;1.76;05:59.8;260.8
237.06;1.995;2.55E+02;49.959;300;20;4.73E+02;3.98E+02;0.539;1.83;05:59.9;260.9
237.01;2.372;3.11E+02;49.958;300;20;5.62E+02;4.68E+02;0.553;1.85;06:00.0;261
237.03;2.195;2.86E+02;49.96;300;20;5.20E+02;4.35E+02;0.55;1.83;06:00.1;261.1
237.04;2.182;2.85E+02;49.959;300;20;5.17E+02;4.32E+02;0.55;1.84;06:00.2;261.2
236.97;2.179;2.84E+02;49.959;300;20;5.17E+02;4.32E+02;0.55;1.83;06:00.3;261.3
237.09;2.164;2.83E+02;49.959;300;20;5.13E+02;4.28E+02;0.551;1.87;06:00.4;261.4
237.02;2.174;2.83E+02;49.96;300;20;5.15E+02;4.31E+02;0.549;1.82;06:00.5;261.5
237.05;2.154;2.81E+02;49.96;300;20;5.11E+02;4.27E+02;0.549;1.84;06:00.6;261.6
237.27;1.207;1.54E+02;49.962;300;20;2.87E+02;2.42E+02;0.536;1.79;06:00.7;261.7
237.3;0.925;1.18E+02;49.96;300;20;2.20E+02;1.85E+02;0.537;1.76;06:00.8;261.8
237.31;0.81;1.03E+02;49.959;300;20;1.92E+02;1.62E+02;0.538;1.74;06:00.9;261.9
237.37;0.782;9.99E+01;49.958;300;20;1.86E+02;1.57E+02;0.538;1.75;06:01.0;262
237.35;0.753;9.63E+01;49.958;300;20;1.79E+02;1.51E+02;0.539;1.74;06:01.1;262.1
237.33;0.751;9.59E+01;49.957;300;20;1.78E+02;1.50E+02;0.538;1.77;06:01.2;262.2
237.31;0.753;9.60E+01;49.959;300;20;1.79E+02;1.51E+02;0.538;1.73;06:01.3;262.3
237.35;0.756;9.66E+01;49.959;300;20;1.79E+02;1.51E+02;0.538;1.77;06:01.4;262.4
237.33;0.746;9.53E+01;49.959;300;20;1.77E+02;1.49E+02;0.538;1.75;06:01.5;262.5
237.34;0.76;9.72E+01;49.959;300;20;1.81E+02;1.52E+02;0.538;1.78;06:01.6;262.6
237.34;0.735;9.39E+01;49.959;300;20;1.74E+02;1.47E+02;0.538;1.75;06:01.7;262.7
237.41;0.767;9.80E+01;49.96;300;20;1.82E+02;1.53E+02;0.538;1.78;06:01.8;262.8
237.39;0.745;9.53E+01;49.962;300;20;1.77E+02;1.49E+02;0.539;1.76;06:01.9;262.9
237.33;0.811;1.03E+02;49.963;300;20;1.92E+02;1.63E+02;0.535;1.77;06:02.0;263
237.3;1.342;1.69E+02;49.964;300;20;3.19E+02;2.70E+02;0.531;1.81;06:02.1;263.1
237.16;2.071;2.68E+02;49.964;300;20;4.91E+02;4.12E+02;0.545;1.86;06:02.2;263.2
237.11;2.144;2.80E+02;49.963;300;20;5.08E+02;4.25E+02;0.55;1.86;06:02.3;263.3
237.11;2.138;2.79E+02;49.964;300;20;5.07E+02;4.23E+02;0.55;1.84;06:02.4;263.4
237.15;2.151;2.81E+02;49.964;300;20;5.10E+02;4.26E+02;0.551;1.86;06:02.5;263.5
237.12;2.12;2.77E+02;49.965;300;20;5.03E+02;4.20E+02;0.55;1.83;06:02.6;263.6
237.15;2.128;2.78E+02;49.965;300;20;5.05E+02;4.21E+02;0.55;1.87;06:02.7;263.7
237.15;2.139;2.79E+02;49.964;300;20;5.07E+02;4.24E+02;0.55;1.85;06:02.8;263.8
237.2;1.956;2.52E+02;49.965;300;20;4.64E+02;3.90E+02;0.543;1.84;06:02.9;263.9
237.32;0.979;1.24E+02;49.965;300;20;2.32E+02;1.97E+02;0.532;1.76;06:03.0;264
237.33;1.067;1.31E+02;49.965;300;20;2.53E+02;2.17E+02;0.519;1.77;06:03.1;264.1
237.12;2.218;2.86E+02;49.965;300;20;5.26E+02;4.41E+02;0.544;1.84;06:03.2;264.2
237.15;2.316;3.03E+02;49.966;300;20;5.49E+02;4.58E+02;0.551;1.87;06:03.3;264.3
237.12;2.177;2.84E+02;49.966;300;20;5.16E+02;4.31E+02;0.55;1.84;06:03.4;264.4
237.1;2.176;2.83E+02;49.966;300;20;5.16E+02;4.31E+02;0.549;1.87;06:03.5;264.5
237.15;2.179;2.85E+02;49.966;300;20;5.17E+02;4.32E+02;0.55;1.86;06:03.6;264.6
237.13;2.149;2.79E+02;49.965;300;20;5.10E+02;4.26E+02;0.548;1.88;06:03.7;264.7
237.16;2.194;2.86E+02;49.965;300;20;5.20E+02;4.35E+02;0.55;1.84;06:03.8;264.8
237.19;1.795;2.29E+02;49.964;300;20;4.26E+02;3.59E+02;0.538;1.86;06:03.9;264.9
237.36;1.138;1.45E+02;49.964;300;20;2.70E+02;2.28E+02;0.536;1.8;06:04.0;265
237.39;0.856;1.09E+02;49.965;300;20;2.03E+02;1.71E+02;0.537;1.76;06:04.1;265.1
237.4;0.789;1.01E+02;49.965;300;20;1.87E+02;1.58E+02;0.538;1.74;06:04.2;265.2
237.37;0.751;9.60E+01;49.965;300;20;1.78E+02;1.50E+02;0.539;1.75;06:04.3;265.3
237.39;0.755;9.65E+01;49.964;300;20;1.79E+02;1.51E+02;0.538;1.76;06:04.4;265.4
237.39;0.744;9.51E+01;49.963;300;20;1.77E+02;1.49E+02;0.539;1.76;06:04.5;265.5
237.41;0.753;9.62E+01;49.963;300;20;1.79E+02;1.51E+02;0.538;1.76;06:04.6;265.6
237.44;0.743;9.51E+01;49.964;300;20;1.77E+02;1.49E+02;0.539;1.74;06:04.7;265.7
237.47;0.756;9.66E+01;49.964;300;20;1.80E+02;1.51E+02;0.538;1.78;06:04.8;265.8
237.39;0.746;9.53E+01;49.963;300;20;1.77E+02;1.49E+02;0.538;1.74;06:04.9;265.9
237.43;0.751;9.59E+01;49.961;300;20;1.78E+02;1.50E+02;0.538;1.78;06:05.0;266
237.39;0.749;9.56E+01;49.96;300;20;1.78E+02;1.50E+02;0.538;1.76;06:05.1;266.1
237.39;0.761;9.70E+01;49.96;300;20;1.81E+02;1.52E+02;0.537;1.77;06:05.2;266.2
237.32;1.175;1.46E+02;49.958;300;20;2.79E+02;2.38E+02;0.523;1.78;06:05.3;266.3
237.19;2.049;2.64E+02;49.958;300;20;4.86E+02;4.08E+02;0.543;1.9;06:05.4;266.4
237.14;2.133;2.78E+02;49.959;300;20;5.06E+02;4.23E+02;0.549;1.84;06:05.5;266.5
237.13;2.103;2.73E+02;49.958;300;20;4.99E+02;4.17E+02;0.548;1.87;06:05.6;266.6
237.14;2.095;2.72E+02;49.959;300;20;4.97E+02;4.16E+02;0.547;1.86;06:05.7;266.7
237.16;2.113;2.75E+02;49.958;300;20;5.01E+02;4.19E+02;0.549;1.86;06:05.8;266.8
237.17;2.103;2.74E+02;49.958;300;20;4.99E+02;4.17E+02;0.549;1.85;06:05.9;266.9
237.11;2.078;2.70E+02;49.959;300;20;4.93E+02;4.12E+02;0.548;1.85;06:06.0;267
237.1;2.067;2.69E+02;49.958;300;20;4.90E+02;4.10E+02;0.548;1.86;06:06.1;267.1
237.27;1.143;1.42E+02;49.958;300;20;2.71E+02;2.31E+02;0.522;1.74;06:06.2;267.2
237.28;1.086;1.33E+02;49.959;300;20;2.58E+02;2.21E+02;0.517;1.78;06:06.3;267.3
237.04;2.365;3.08E+02;49.96;300;20;5.61E+02;4.68E+02;0.55;1.88;06:06.4;267.4
237.06;2.211;2.89E+02;49.959;300;20;5.24E+02;4.37E+02;0.551;1.87;06:06.5;267.5
237.01;2.143;2.79E+02;49.959;300;20;5.08E+02;4.24E+02;0.55;1.84;06:06.6;267.6
237.12;2.156;2.81E+02;49.957;300;20;5.11E+02;4.27E+02;0.549;1.85;06:06.7;267.7
237.09;2.16;2.82E+02;49.957;300;20;5.12E+02;4.28E+02;0.55;1.83;06:06.8;267.8
237.12;2.136;2.79E+02;49.958;300;20;5.06E+02;4.23E+02;0.551;1.87;06:06.9;267.9
237.11;2.144;2.79E+02;49.956;300;20;5.08E+02;4.25E+02;0.55;1.84;06:07.0;268
237.17;1.848;2.37E+02;49.957;300;20;4.38E+02;3.69E+02;0.54;1.87;06:07.1;268.1
237.28;1.058;1.34E+02;49.956;300;20;2.51E+02;2.12E+02;0.534;1.78;06:07.2;268.2
237.35;0.809;1.03E+02;49.954;300;20;1.92E+02;1.62E+02;0.538;1.78;06:07.3;268.3
237.32;0.784;9.99E+01;49.954;300;20;1.86E+02;1.57E+02;0.537;1.76;06:07.4;268.4
237.3;0.742;9.46E+01;49.952;300;20;1.76E+02;1.48E+02;0.538;1.78;06:07.5;268.5
237.37;0.763;9.74E+01;49.952;300;20;1.81E+02;1.53E+02;0.538;1.76;06:07.6;268.6
237.35;0.742;9.46E+01;49.949;300;20;1.76E+02;1.49E+02;0.537;1.79;06:07.7;268.7
237.38;0.762;9.74E+01;49.948;300;20;1.81E+02;1.52E+02;0.539;1.75;06:07.8;268.8
237.37;0.748;9.57E+01;49.946;300;20;1.78E+02;1.50E+02;0.539;1.77;06:07.9;268.9
237.42;0.748;9.57E+01;49.948;300;20;1.78E+02;1.50E+02;0.539;1.75;06:08.0;269
237.36;0.752;9.61E+01;49.947;300;20;1.79E+02;1.50E+02;0.538;1.74;06:08.1;269.1
237.37;0.75;9.60E+01;49.947;300;20;1.78E+02;1.50E+02;0.54;1.77;06:08.2;269.2
237.31;0.758;9.67E+01;49.948;300;20;1.80E+02;1.52E+02;0.538;1.75;06:08.3;269.3
237.44;0.845;1.07E+02;49.948;300;20;2.01E+02;1.70E+02;0.532;1.79;06:08.4;269.4
237.25;1.691;2.12E+02;49.948;300;20;4.01E+02;3.40E+02;0.529;1.84;06:08.5;269.5
237.12;2.428;3.20E+02;49.948;300;20;5.76E+02;4.79E+02;0.556;1.9;06:08.6;269.6
237.18;2.103;2.73E+02;49.95;300;20;4.99E+02;4.17E+02;0.548;1.86;06:08.7;269.7
237.21;2.097;2.73E+02;49.951;300;20;4.98E+02;4.16E+02;0.548;1.86;06:08.8;269.8
237.15;2.095;2.72E+02;49.952;300;20;4.97E+02;4.16E+02;0.547;1.85;06:08.9;269.9
237.19;2.097;2.72E+02;49.952;300;20;4.97E+02;4.16E+02;0.548;1.87;06:09.0;270
237.16;2.101;2.73E+02;49.952;300;20;4.98E+02;4.17E+02;0.548;1.85;06:09.1;270.1
237.15;2.12;2.76E+02;49.951;300;20;5.03E+02;4.20E+02;0.549;1.89;06:09.2;270.2
237.22;1.768;2.23E+02;49.951;300;20;4.20E+02;3.55E+02;0.531;1.81;06:09.3;270.3
237.46;0.738;9.46E+01;49.951;300;20;1.75E+02;1.48E+02;0.54;1.78;06:09.4;270.4
237.15;2.223;2.83E+02;49.95;300;20;5.27E+02;4.45E+02;0.537;1.81;06:09.5;270.5
237.12;2.284;2.99E+02;49.951;300;20;5.42E+02;4.51E+02;0.552;1.9;06:09.6;270.6
237.15;2.135;2.78E+02;49.952;300;20;5.06E+02;4.23E+02;0.549;1.87;06:09.7;270.7
237.19;2.151;2.80E+02;49.951;300;20;5.10E+02;4.26E+02;0.549;1.87;06:09.8;270.8
237.19;2.152;2.80E+02;49.952;300;20;5.10E+02;4.27E+02;0.549;1.85;06:09.9;270.9
237.16;2.141;2.78E+02;49.951;300;20;5.08E+02;4.25E+02;0.548;1.85;06:10.0;271
237.17;2.155;2.80E+02;49.951;300;20;5.11E+02;4.27E+02;0.548;1.86;06:10.1;271.1
237.13;2.141;2.79E+02;49.952;300;20;5.08E+02;4.24E+02;0.549;1.85;06:10.2;271.2
237.31;1.206;1.52E+02;49.954;300;20;2.86E+02;2.43E+02;0.529;1.81;06:10.3;271.3
237.35;0.8;1.02E+02;49.954;300;20;1.90E+02;1.60E+02;0.536;1.74;06:10.4;271.4
237.43;0.788;1.01E+02;49.956;300;20;1.87E+02;1.58E+02;0.537;1.75;06:10.5;271.5
237.35;0.752;9.60E+01;49.954;300;20;1.79E+02;1.51E+02;0.537;1.71;06:10.6;271.6
237.44;0.75;9.56E+01;49.954;300;20;1.78E+02;1.50E+02;0.537;1.75;06:10.7;271.7
237.42;0.752;9.59E+01;49.955;300;20;1.79E+02;1.51E+02;0.537;1.71;06:10.8;271.8
237.45;0.759;9.67E+01;49.955;300;20;1.80E+02;1.52E+02;0.537;1.75;06:10.9;271.9
237.41;0.752;9.58E+01;49.957;300;20;1.79E+02;1.51E+02;0.537;1.73;06:11.0;272
237.43;0.758;9.67E+01;49.957;300;20;1.80E+02;1.52E+02;0.537;1.76;06:11.1;272.1
237.44;0.747;9.54E+01;49.957;300;20;1.78E+02;1.50E+02;0.538;1.75;06:11.2;272.2
237.46;0.749;9.56E+01;49.955;300;20;1.78E+02;1.50E+02;0.537;1.78;06:11.3;272.3
237.43;0.749;9.57E+01;49.956;300;20;1.78E+02;1.50E+02;0.538;1.75;06:11.4;272.4
237.43;0.832;1.05E+02;49.956;300;20;1.98E+02;1.67E+02;0.533;1.79;06:11.5;272.5
237.26;1.87;2.35E+02;49.958;300;20;4.44E+02;3.76E+02;0.53;1.84;06:11.6;272.6
237.13;2.419;3.18E+02;49.958;300;20;5.74E+02;4.78E+02;0.554;1.9;06:11.7;272.7
237.2;2.127;2.78E+02;49.958;300;20;5.05E+02;4.21E+02;0.55;1.88;06:11.8;272.8
237.21;2.102;2.74E+02;49.959;300;20;4.99E+02;4.17E+02;0.549;1.88;06:11.9;272.9
237.21;2.114;2.76E+02;49.959;300;20;5.02E+02;4.19E+02;0.55;1.88;06:12.0;273
237.16;2.091;2.73E+02;49.959;300;20;4.96E+02;4.14E+02;0.55;1.87;06:12.1;273.1
237.18;2.104;2.75E+02;49.959;300;20;4.99E+02;4.17E+02;0.551;1.9;06:12.2;273.2
237.1;2.105;2.75E+02;49.961;300;20;4.99E+02;4.17E+02;0.551;1.88;06:12.3;273.3
237.29;1.747;2.18E+02;49.961;300;20;4.15E+02;3.52E+02;0.527;1.9;06:12.4;273.4
237.45;0.672;8.64E+01;49.961;300;20;1.60E+02;1.34E+02;0.541;1.79;06:12.5;273.5
237.38;1.007;1.23E+02;49.962;300;20;2.39E+02;2.05E+02;0.514;1.87;06:12.6;273.6
237.22;2.187;2.86E+02;49.963;300;20;5.19E+02;4.33E+02;0.551;1.91;06:12.7;273.7
237.2;2.144;2.79E+02;49.963;300;20;5.09E+02;4.25E+02;0.55;1.9;06:12.8;273.8
237.18;2.155;2.81E+02;49.963;300;20;5.11E+02;4.27E+02;0.551;1.89;06:12.9;273.9
237.21;2.134;2.79E+02;49.962;300;20;5.06E+02;4.23E+02;0.55;1.9;06:13.0;274
237.18;2.133;2.78E+02;49.963;300;20;5.06E+02;4.22E+02;0.55;1.88;06:13.1;274.1
237.16;2.122;2.77E+02;49.963;300;20;5.03E+02;4.20E+02;0.55;1.9;06:13.2;274.2
237.16;2.14;2.79E+02;49.963;300;20;5.08E+02;4.24E+02;0.551;1.9;06:13.3;274.3
237.21;2.012;2.61E+02;49.963;300;20;4.77E+02;3.99E+02;0.548;1.89;06:13.4;274.4
237.4;0.761;9.75E+01;49.963;300;20;1.81E+02;1.52E+02;0.539;1.8;06:13.5;274.5
237.41;0.773;9.89E+01;49.962;300;20;1.84E+02;1.55E+02;0.539;1.82;06:13.6;274.6
237.46;0.765;9.78E+01;49.962;300;20;1.82E+02;1.53E+02;0.539;1.81;06:13.7;274.7
237.42;0.747;9.56E+01;49.963;300;20;1.77E+02;1.49E+02;0.539;1.82;06:13.8;274.8
237.45;0.763;9.74E+01;49.963;300;20;1.81E+02;1.53E+02;0.538;1.82;06:13.9;274.9
237.41;0.739;9.44E+01;49.965;300;20;1.75E+02;1.48E+02;0.538;1.81;06:14.0;275
237.45;0.756;9.67E+01;49.965;300;20;1.80E+02;1.51E+02;0.539;1.83;06:14.1;275.1
237.47;0.751;9.62E+01;49.966;300;20;1.78E+02;1.50E+02;0.539;1.81;06:14.2;275.2
237.42;0.752;9.61E+01;49.966;300;20;1.78E+02;1.50E+02;0.538;1.82;06:14.3;275.3
237.42;0.751;9.61E+01;49.966;300;20;1.78E+02;1.50E+02;0.539;1.8;06:14.4;275.4
237.47;0.748;9.58E+01;49.967;300;20;1.78E+02;1.50E+02;0.539;1.82;06:14.5;275.5
237.4;0.746;9.53E+01;49.968;300;20;1.77E+02;1.49E+02;0.538;1.78;06:14.6;275.6
237.14;2.411;3.16E+02;49.967;300;20;5.72E+02;4.77E+02;0.552;1.91;06:14.7;275.7
237.15;2.186;2.86E+02;49.968;300;20;5.18E+02;4.32E+02;0.552;1.9;06:14.8;275.8
237.2;2.073;2.70E+02;49.968;300;20;4.92E+02;4.11E+02;0.55;1.91;06:14.9;275.9
237.14;2.079;2.71E+02;49.968;300;20;4.93E+02;4.12E+02;0.549;1.89;06:15.0;276
237.1;2.062;2.68E+02;49.967;300;20;4.89E+02;4.09E+02;0.549;1.91;06:15.1;276.1
237.09;2.085;2.72E+02;49.968;300;20;4.94E+02;4.13E+02;0.55;1.87;06:15.2;276.2
237.11;2.075;2.70E+02;49.967;300;20;4.92E+02;4.11E+02;0.55;1.9;06:15.3;276.3
237.07;2.066;2.69E+02;49.967;300;20;4.90E+02;4.09E+02;0.549;1.89;06:15.4;276.4
237.24;1.102;1.31E+02;49.966;300;20;2.62E+02;2.26E+02;0.501;1.88;06:15.5;276.5
237.36;0.71;9.07E+01;49.965;300;20;1.69E+02;1.42E+02;0.538;1.8;06:15.6;276.6
237.1;1.985;2.42E+02;49.966;300;20;4.71E+02;4.04E+02;0.514;1.92;06:15.7;276.7
237.04;2.337;3.08E+02;49.965;300;20;5.54E+02;4.61E+02;0.555;1.9;06:15.8;276.8
237.06;2.112;2.76E+02;49.964;300;20;5.01E+02;4.18E+02;0.551;1.9;06:15.9;276.9
237.14;2.116;2.76E+02;49.964;300;20;5.02E+02;4.19E+02;0.55;1.91;06:16.0;277
237.06;2.122;2.76E+02;49.963;300;20;5.03E+02;4.20E+02;0.549;1.87;06:16.1;277.1
237.08;2.121;2.78E+02;49.962;300;20;5.03E+02;4.19E+02;0.552;1.9;06:16.2;277.2
236.98;2.128;2.78E+02;49.962;300;20;5.04E+02;4.21E+02;0.55;1.9;06:16.3;277.3
237.08;2.119;2.77E+02;49.962;300;20;5.02E+02;4.19E+02;0.55;1.91;06:16.4;277.4
237.15;1.611;2.00E+02;49.963;300;20;3.82E+02;3.25E+02;0.524;1.83;06:16.5;277.5
